604
-21.050000000000000000	-338.637017287404000000
-20.999999999999900000	-337.837017287404000000
-20.950000000000000000	-337.037017287404000000
-20.899999999999900000	-336.237017287404000000
-20.850000000000000000	-335.437017287404000000
-20.799999999999900000	-334.637017287404000000
-20.750000000000000000	-333.837017287404000000
-20.699999999999900000	-333.037017287404000000
-20.650000000000000000	-332.237017287404000000
-20.599999999999900000	-331.437017287404000000
-20.550000000000000000	-330.637017287404000000
-20.499999999999900000	-329.837017287404000000
-20.450000000000000000	-329.037017287404000000
-20.399999999999900000	-328.237017287404000000
-20.350000000000000000	-327.437017287404000000
-20.299999999999900000	-326.637017287404000000
-20.250000000000000000	-325.837017287404000000
-20.199999999999900000	-325.037017287404000000
-20.150000000000000000	-324.237017287404000000
-20.099999999999900000	-323.437017287404000000
-20.050000000000000000	-322.637017287404000000
-19.999999999999900000	-321.837017287404000000
-19.950000000000000000	-321.037017287404000000
-19.899999999999900000	-320.237017287404000000
-19.850000000000000000	-319.437017287404000000
-19.799999999999900000	-318.637017287404000000
-19.750000000000000000	-317.837017287404000000
-19.699999999999900000	-317.037017287404000000
-19.650000000000000000	-316.237017287403000000
-19.599999999999900000	-315.437017287403000000
-19.550000000000000000	-314.637017287403000000
-19.499999999999900000	-313.837017287403000000
-19.450000000000000000	-313.037017287403000000
-19.399999999999900000	-312.237017287403000000
-19.350000000000000000	-311.437017287403000000
-19.299999999999900000	-310.637017287403000000
-19.250000000000000000	-309.837017287403000000
-19.199999999999900000	-309.037017287403000000
-19.150000000000000000	-308.237017287403000000
-19.099999999999900000	-307.437017287402000000
-19.050000000000000000	-306.637017287402000000
-18.999999999999900000	-305.837017287402000000
-18.950000000000000000	-305.037017287402000000
-18.899999999999900000	-304.237017287402000000
-18.850000000000000000	-303.437017287401000000
-18.799999999999900000	-302.637017287401000000
-18.750000000000000000	-301.837017287401000000
-18.699999999999900000	-301.037017287401000000
-18.650000000000000000	-300.237017287401000000
-18.599999999999900000	-299.437017287400000000
-18.550000000000000000	-298.637017287400000000
-18.499999999999900000	-297.837017287400000000
-18.450000000000000000	-297.037017287399000000
-18.399999999999900000	-296.237017287399000000
-18.350000000000000000	-295.437017287399000000
-18.299999999999900000	-294.637017287398000000
-18.250000000000000000	-293.837017287398000000
-18.199999999999900000	-293.037017287397000000
-18.150000000000000000	-292.237017287397000000
-18.099999999999900000	-291.437017287396000000
-18.050000000000000000	-290.637017287396000000
-17.999999999999900000	-289.837017287395000000
-17.950000000000000000	-289.037017287394000000
-17.899999999999900000	-288.237017287393000000
-17.850000000000000000	-287.437017287393000000
-17.799999999999900000	-286.637017287392000000
-17.750000000000000000	-285.837017287391000000
-17.699999999999900000	-285.037017287390000000
-17.650000000000000000	-284.237017287389000000
-17.599999999999900000	-283.437017287388000000
-17.550000000000000000	-282.637017287387000000
-17.499999999999900000	-281.837017287385000000
-17.450000000000000000	-281.037017287384000000
-17.399999999999900000	-280.237017287382000000
-17.350000000000000000	-279.437017287381000000
-17.299999999999900000	-278.637017287379000000
-17.250000000000000000	-277.837017287377000000
-17.199999999999900000	-277.037017287375000000
-17.150000000000000000	-276.237017287373000000
-17.099999999999900000	-275.437017287371000000
-17.050000000000000000	-274.637017287369000000
-16.999999999999900000	-273.837017287366000000
-16.950000000000000000	-273.037017287363000000
-16.899999999999900000	-272.237017287360000000
-16.850000000000000000	-271.437017287357000000
-16.799999999999900000	-270.637017287354000000
-16.750000000000000000	-269.837017287350000000
-16.699999999999900000	-269.037017287346000000
-16.650000000000000000	-268.237017287342000000
-16.599999999999900000	-267.437017287338000000
-16.550000000000000000	-266.637017287333000000
-16.499999999999900000	-265.837017287328000000
-16.450000000000000000	-265.037017287322000000
-16.399999999999900000	-264.237017287316000000
-16.350000000000000000	-263.437017287310000000
-16.299999999999900000	-262.637017287303000000
-16.250000000000000000	-261.837017287296000000
-16.199999999999900000	-261.037017287288000000
-16.150000000000000000	-260.237017287280000000
-16.099999999999900000	-259.437017287271000000
-16.050000000000000000	-258.637017287261000000
-15.999999999999900000	-257.837017287251000000
-15.950000000000000000	-257.037017287240000000
-15.899999999999900000	-256.237017287228000000
-15.850000000000000000	-255.437017287216000000
-15.799999999999900000	-254.637017287202000000
-15.750000000000000000	-253.837017287187000000
-15.699999999999900000	-253.037017287172000000
-15.650000000000000000	-252.237017287155000000
-15.599999999999900000	-251.437017287137000000
-15.550000000000000000	-250.637017287118000000
-15.499999999999900000	-249.837017287098000000
-15.450000000000000000	-249.037017287076000000
-15.399999999999900000	-248.237017287052000000
-15.350000000000000000	-247.437017287027000000
-15.299999999999900000	-246.637017287000000000
-15.250000000000000000	-245.837017286971000000
-15.199999999999900000	-245.037017286939000000
-15.150000000000000000	-244.237017286906000000
-15.099999999999900000	-243.437017286870000000
-15.050000000000000000	-242.637017286832000000
-14.999999999999900000	-241.837017286791000000
-14.950000000000000000	-241.037017286747000000
-14.899999999999900000	-240.237017286700000000
-14.850000000000000000	-239.437017286649000000
-14.799999999999900000	-238.637017286595000000
-14.750000000000000000	-237.837017286537000000
-14.699999999999900000	-237.037017286474000000
-14.650000000000000000	-236.237017286407000000
-14.599999999999900000	-235.437017286336000000
-14.550000000000000000	-234.637017286259000000
-14.499999999999900000	-233.837017286177000000
-14.450000000000000000	-233.037017286089000000
-14.399999999999900000	-232.237017285995000000
-14.350000000000000000	-231.437017285893000000
-14.299999999999900000	-230.637017285785000000
-14.250000000000000000	-229.837017285669000000
-14.199999999999900000	-229.037017285544000000
-14.150000000000000000	-228.237017285411000000
